walking_violation,unsafe_movement_score,improper_tool_usage,phone_usage_freq,distraction_score,work_speed,task_sequence_error,risk_trend,past_incidents,human_risk_label
9,0.45531156864386646,1,7,0.10334608628152064,0.75,3,0.9207202812688523,3,86
10,0.15006788783768,2,8,0.33447231142270517,0.98,5,0.4961189733429062,10,100
10,0.9109074832814261,5,3,0.14778730714281152,1.2,1,0.3859279039572885,2,88
2,0.969574670172341,2,5,0.885838720628247,0.8,1,0.4378376212622208,8,96
5,0.48080345324088014,2,5,0.7074699193698573,0.79,4,0.4933227127112416,9,80
3,0.48850950557303496,1,7,0.7803929376922205,0.74,2,0.4795637462296075,5,85
8,0.7237082038083156,1,3,0.5642189510829061,1.1,2,0.6068142650133064,1,93
0,0.2648184284395386,0,14,0.4441524386331036,1.07,3,0.6669877192052015,9,93
7,0.2832356820964612,4,16,0.925344226420801,0.85,3,0.8651879951247541,5,88
9,0.41907450499793775,3,7,0.7763730254029798,0.81,4,0.1131747887633262,0,86
5,0.5889310459213914,4,9,0.6261211104582515,1.24,2,0.5099437589089366,7,87
7,0.23646490084761507,0,7,0.7796222892935777,1.09,1,0.8303169029093915,7,80
1,0.046858981534025235,0,13,0.6875351950941422,1.19,1,0.06689003268617133,10,50
8,0.838420351853639,0,15,0.5971904274999905,0.91,1,0.26871244661515503,3,97
0,0.8872344140934547,5,19,0.060811542314233025,0.93,3,0.9383231669580867,0,98
2,0.9433605397290131,2,5,0.9583717230895826,0.74,5,0.6140035934582296,2,98
2,0.20780197445076531,0,15,0.9141879096860831,0.81,2,0.1957990078206674,7,93
4,0.7447079235369262,1,17,0.18696267687827683,0.93,3,0.49241520855030274,3,100
4,0.9078113951540231,4,20,0.45043746464852863,1.03,0,0.786846117410282,1,80
0,0.2219857443951342,2,4,0.24042920561185144,0.87,4,0.3763762669072257,7,82
5,0.9980477716152509,4,2,0.06155294578238757,0.89,4,0.49635166702836975,9,93
10,0.46044475888053416,4,1,0.6790460991316569,0.94,2,0.6984395581026663,5,92
2,0.7116729276159638,0,8,0.13517261417809123,1.14,3,0.08721248913984014,2,50
9,0.55179737233449,5,6,0.4173103958155998,0.91,0,0.47741930703853375,0,80
10,0.1857355120776365,0,11,0.8015116411863646,1.17,2,0.835684001971029,9,83
7,0.5426201163962602,2,12,0.9226581615186265,0.86,0,0.35942508175839616,7,89
5,0.06507571930070599,3,14,0.31734852135462543,1.22,0,0.2742789533924468,4,50
6,0.6461087280860777,4,11,0.9986532994471362,0.93,4,0.30010462943041216,0,91
8,0.07712632594415758,1,13,0.37067254949569994,0.9,4,0.12999968915995186,1,85
5,0.13332121075575576,4,0,0.43056450871017493,1.3,2,0.7686131164211931,2,83
8,0.15617834479253823,3,11,0.44643140270929393,1.29,1,0.9250575332747376,0,98
2,0.2595161092749466,0,4,0.3649997247710889,1.25,2,0.007953824861994474,6,50
0,0.4557436199996695,0,16,0.9965303005268137,0.86,2,0.5568343102483938,10,80
0,0.43721720170042455,2,10,0.6291383341430731,1.15,2,0.47406966091000136,5,85
3,0.6776487984987201,2,0,0.38794507928736377,0.73,1,0.7824310245175201,3,50
7,0.26584473313264145,2,12,0.6175214397129482,1.06,3,0.514823791302319,2,87
9,0.8114702830860268,2,8,0.31449869805309105,0.84,2,0.9624231150124428,1,88
2,0.4835720970285877,5,19,0.7502108474136652,0.77,2,0.33883120279800194,1,88
10,0.720399460600165,0,15,0.00813770155799165,1.08,1,0.04320523779279006,6,81
8,0.23768485794272842,2,13,0.059010710638134345,0.88,0,0.13236772108905115,5,50
3,0.9762482938117415,3,2,0.5621186751717641,0.73,2,0.02544152570148117,1,50
7,0.6664590551067829,3,19,0.29840055586601477,0.83,3,0.17977757932891336,4,91
8,0.747231514161282,0,14,0.6153017014184826,0.94,0,0.6085850007643293,1,83
3,0.04743138677794245,1,18,0.24494170935060422,0.92,3,0.1877221862506604,2,50
0,0.7318928964929536,5,18,0.904091287718496,1.21,4,0.05254511045180088,2,100
6,0.03540727844435254,0,17,0.4218264794994071,0.75,0,0.10220644665285195,3,50
9,0.5900043430573807,2,19,0.5767289565855349,1.23,5,0.016741344586803875,2,84
0,0.8595504945640683,5,11,0.31481122659725913,0.91,5,0.7589477840232697,5,83
6,0.060349865188173535,0,17,0.30822127817532896,0.93,4,0.02452645533624076,3,94
4,0.43438038903159715,1,11,0.6623205102233104,1.26,1,0.4638725518958374,8,99
2,0.3366383878725716,4,20,0.8175294068423137,0.8,4,0.6622688875436581,3,88
0,0.8113649938651321,4,3,0.9289550909703683,1.17,0,0.6721587835067888,7,98
1,0.7084760225694714,0,14,0.34176675197537065,0.74,4,0.25379994008768425,9,88
3,0.003834073082476963,2,2,0.7403658521643182,0.83,4,0.26884478807340795,5,96
6,0.3709447983992956,4,16,0.6214695836805483,1.13,1,0.32789906887861886,2,98
1,0.8355277343022742,2,10,0.7389925361969365,0.79,3,0.192624196397583,0,98
9,0.370024477775735,4,1,0.060151898936069426,1.21,3,0.21753441380008132,9,87
9,0.6628384105735187,2,15,0.1495244787275115,1.08,2,0.5717409113272982,10,100
8,0.3334406932527504,3,10,0.6659689382789062,0.78,2,0.6869968456560729,7,82
1,0.5503186516378537,4,15,0.9984825010597104,0.98,1,0.03960023281165692,4,96
0,0.46553968020778946,3,9,0.6924857061273662,1.16,5,0.36331929284885045,3,94
1,0.3073474841305942,2,1,0.2996043936233822,0.85,3,0.8712282853014587,4,50
3,0.24464355116204206,5,0,0.05408477940821255,0.88,1,0.5415613401879393,8,81
9,0.859319781012781,5,6,0.2605527062464813,0.79,0,0.5242167128013903,10,87
8,0.5551368078062269,5,10,0.5240354185886861,0.97,2,0.6119235029280043,1,89
8,0.8088167885446274,0,20,0.6944512128939982,1.07,0,0.49224922189028886,7,95
1,0.5629915459534773,4,8,0.2507524853306412,1.03,0,0.6412372368670848,10,88
3,0.9371251037369562,3,8,0.6152063020956123,0.83,4,0.876289132577227,4,81
3,0.7939971471979428,4,5,0.529344566254613,1.21,3,0.9446465317463986,6,88
5,0.7161890632583321,0,7,0.4028242356349424,0.83,1,0.7975431075602897,10,83
7,0.6580603239293026,0,16,0.9014831170050079,0.78,5,0.5889107247883052,3,97
5,0.6527848832862513,2,1,0.45207938721228325,0.76,1,0.9189738335053088,7,88
2,0.7522725851415806,4,12,0.1724438099222445,0.7,5,0.9666896956579647,1,94
2,0.1936986440937627,4,19,0.46551516867953857,0.83,4,0.06452057132958822,1,95
1,0.7641841615056004,2,9,0.6354584594158882,0.86,5,0.16412028263607104,1,80
9,0.8858135747726659,0,19,0.6144355649407678,0.86,3,0.8366052726954876,7,80
4,0.7818082193271711,3,16,0.3318604396538035,0.89,5,0.2521848592231364,9,89
10,0.6906001715117299,3,12,0.40075226547100573,1.15,3,0.9018306697125077,2,86
8,0.5295111975045292,0,15,0.6407615931242826,0.89,5,0.9061173500748225,10,82
8,0.8863651695740418,2,12,0.3375901314125336,1.1,5,0.07657012285397546,2,82
6,0.7160733710192968,4,13,0.7806750435892743,1.28,0,0.23999869341265534,4,93
5,0.9743099515744387,3,0,0.8116890091843384,0.85,3,0.256757669183045,3,91
4,0.31508478812345975,5,10,0.9790577711311692,1.21,5,0.38210699738353937,3,96
9,0.944397124227656,2,15,0.5900460588251971,1.11,5,0.2490056515974236,5,98
5,0.9453107007315196,4,0,0.7165611603528019,0.84,5,0.18656374860179814,10,86
2,0.10506814659359864,2,14,0.5477138018734881,0.79,3,0.903645508170025,10,84
3,0.9917044021014838,5,0,0.6664723331891234,0.71,0,0.18922416447449408,2,84
0,0.4679896195474542,1,17,0.5902886130218019,1.27,5,0.417877845541505,10,90
4,0.5790617250755637,1,1,0.04528230477898498,1.12,1,0.5546834418526553,6,50
9,0.28285109634130934,4,19,0.6514736292280994,1.08,0,0.45003549789397823,1,94
10,0.3558517930518781,3,15,0.23923565101603406,1.29,0,0.8449599015395721,0,95
10,0.5903197947278751,1,3,0.04312781056406856,0.75,4,0.7603105312756747,2,80
6,0.11547028574940632,0,17,0.15508939122863918,1.21,5,0.7816551581391223,2,98
9,0.8687743965672332,2,15,0.02247873426693492,1.3,0,0.5534486018939272,6,95
3,0.8960680551488558,3,4,0.6984562638358652,0.76,4,0.7506725020166379,7,94
9,0.17748395000659378,1,7,0.2091833341098136,0.76,1,0.4700864891528498,4,50
7,0.6762078587967021,2,10,0.35766066129999363,0.76,0,0.3724603235726024,5,96
10,0.02638331361579027,4,10,0.7425964454322831,1.11,0,0.9394424525895773,8,92
3,0.07272152487193229,0,8,0.644612494195963,1.07,1,0.1774474317049809,9,50
3,0.4073911605183469,4,17,0.653020842693547,0.89,1,0.9607097639383967,0,90
8,0.4346349202992945,3,20,0.6131386972490016,0.82,1,0.944401388312717,4,98
8,0.1488484619753676,0,2,0.27076668207573384,1.16,5,0.2832321771129367,5,93
7,0.007596890562241443,4,6,0.42098959808285874,0.9,1,0.4612187113100876,8,93
9,0.4697388410346609,1,11,0.04985438391272268,1.13,1,0.6854828106698707,5,86
8,0.5606093567848832,1,20,0.25891127524576496,1.27,3,0.3716423946074391,9,97
9,0.4822282486022742,5,16,0.6572342313857397,1.01,1,0.6155716105615386,5,99
1,0.375295164487351,0,5,0.2420039929525417,0.83,5,0.6078686512113491,2,50
4,0.17315711111327936,2,16,0.5135164780237315,0.77,4,0.12313862279005494,7,100
9,0.9737379304424743,4,9,0.1758778160640293,0.95,3,0.08683074974047056,8,89
0,0.2966817037292452,3,12,0.8124761716525218,0.77,4,0.5056815057182239,9,81
7,0.33559865605140615,2,17,0.23232602902419408,1.25,4,0.9275884154039228,8,91
9,0.15299289354613266,4,0,0.8840255736460351,1.28,2,0.6046844047925606,3,89
7,0.6903929392820303,3,3,0.3479347477011516,0.85,3,0.6231453118902868,9,98
8,0.6785258109148002,2,15,0.46460271682435605,1.24,4,0.13521685730043964,8,86
9,0.9946977331342169,0,19,0.008603223690443307,1.26,1,0.9439755977414065,10,98
4,0.5338324856533285,0,9,0.6296838377631606,0.75,1,0.4556264558583275,1,50
8,0.49260622350529637,4,4,0.9010505252061953,0.78,3,0.5463300304487376,3,83
4,0.5636606805786368,4,5,0.7265260565016922,0.86,1,0.7080717314799014,0,86
9,0.7370172097613517,4,0,0.42254616662333067,1.29,5,0.2973351535333648,10,92
5,0.7929186681613773,4,16,0.9031311008300145,0.74,4,0.2776052822190762,7,88
7,0.13033315604366147,5,17,0.2909851428791187,0.87,3,0.2712477757066075,1,86
9,0.46637329268365346,5,18,0.2719054324213893,1.22,0,0.026623710106914444,3,92
1,0.9122016148889284,1,9,0.4617198817008351,0.87,0,0.9291423450852928,5,91
5,0.15276654122776223,4,10,0.6739393127639111,1.03,2,0.35078567033321795,8,92
0,0.8647720067529182,1,0,0.210216904913486,0.94,5,0.6700153508416808,9,83
1,0.49298704912847335,4,19,0.6701546478475627,1.07,4,0.5466522554856742,5,92
5,0.2368446058171264,4,8,0.7820659304185749,0.79,0,0.3115835332178405,1,50
10,0.9082853802354367,4,7,0.029916193645725397,0.73,2,0.42112836109814655,10,91
9,0.15525258916328455,0,8,0.18340312778906387,0.97,0,0.3753058749379484,4,50
3,0.39678824251075895,0,17,0.11285992549330826,0.72,1,0.25871442505763564,2,50
7,0.24670834831576538,3,20,0.6492142126443702,0.74,2,0.6577902132011675,10,83
9,0.7309770939411765,5,11,0.5846268857378031,0.77,3,0.7285219375139743,6,82
10,0.9635519476083803,1,2,0.32535541210945407,0.86,0,0.11306454136075572,4,50
5,0.4392421951381369,1,10,0.8044582693681028,1.18,2,0.813681596981456,6,97
5,0.22469038959811904,4,1,0.09478703644415354,1.05,4,0.525842940983711,8,86
9,0.9917889806036488,0,0,0.3051435417397671,0.97,1,0.5880171413197948,9,88
6,0.24563138758861047,5,3,0.17598529154975984,0.82,4,0.585490493478777,1,92
1,0.5923043865652455,2,7,0.762584238411138,0.89,4,0.09291184643848516,0,50
10,0.17261028063668193,5,14,0.48248279418533824,1.2,3,0.06067404892679773,5,91
9,0.7088971007639375,2,12,0.6907417815894136,1.02,2,0.08202956331808142,2,81
3,0.379848449840274,4,13,0.09548320307136471,0.86,0,0.46547158125547194,1,50
1,0.4720171476073898,5,17,0.7944511537430943,1.26,3,0.07991242211482175,9,91
1,0.2698842443987859,3,0,0.8962822273565716,0.93,5,0.42910221234041057,0,50
10,0.5625699554252644,0,20,0.1091762967033636,1.1,2,0.4657294611786823,1,90
8,0.8007990448997933,5,8,0.9132617464117688,1.16,4,0.15169039521896766,3,80
6,0.14339234771874787,5,0,0.20809687676289446,1.21,2,0.6951544323833858,3,85
4,0.03985643825362939,1,18,0.29005930902052246,0.77,2,0.15891673735341538,5,93
7,0.5245006205811663,4,12,0.9008433592619817,0.7,0,0.21356313567137064,10,85
3,0.5505330799656137,2,9,0.7984134672886589,1.23,4,0.660434147054482,2,81
6,0.7132011381986855,0,3,0.8848237691947128,1.13,4,0.8388000122106122,3,98
8,0.2072939321377022,0,1,0.08022337445491345,0.98,2,0.4354512066479337,1,50
9,0.3373634098152519,1,6,0.9882958109603479,1.26,4,0.9009861954362784,6,82
4,0.6662769661282351,5,18,0.496079237976112,0.8,2,0.012771463482168177,10,97
3,0.9424007207590326,5,1,0.6157629865150558,0.97,5,0.5128433521043895,4,83
5,0.7491523268766421,0,10,0.6550095627751917,1.24,2,0.7728848239900169,7,86
10,0.324976879198117,1,19,0.9298903495875213,1.03,4,0.05840904752034526,9,81
2,0.9669615524127839,1,20,0.25931987579363946,0.73,2,0.024243399468733995,1,97
2,0.015760261140870258,0,9,0.09545351894636411,1.03,3,0.5503472073925415,5,50
10,0.19545387506693623,1,1,0.6935537112454369,0.89,2,0.17038712450625737,10,89
2,0.07729945341291788,5,0,0.9515806531138519,1.06,3,0.25957129244461885,4,82
4,0.464302490380212,5,5,0.4761502669794653,1.02,5,0.22434645911219342,0,83
9,0.4954046674538146,2,19,0.3464690687035892,1.15,0,0.1179118613890835,10,96
8,0.5390031250017652,3,10,0.7408502657180361,1.22,5,0.7876937219967807,8,81
5,0.24855883916079136,4,12,0.39047479438265,0.82,1,0.18108666009245378,2,93
7,0.03486109939896498,2,18,0.6923705752077942,1.17,3,0.9597526890082596,0,96
10,0.653387653263567,0,16,0.6444210248989684,0.72,1,0.6345155313173998,1,85
9,0.007428352790342374,2,12,0.062218693001311,1.11,1,0.06124285613682001,1,50
7,0.770413561267295,0,2,0.05537433047234197,0.89,2,0.3995982769392131,0,50
9,0.30400590253355975,1,4,0.5226605988207205,0.92,2,0.63007870847484,9,93
1,0.9151886304020249,0,17,0.7487621854769351,0.86,4,0.47936545807753017,5,93
2,0.15017088252606792,5,6,0.6300680110648094,1.1,1,0.8446681594344532,6,88
6,0.9329058604957612,2,1,0.8381527044233134,1.16,4,0.46129835498742533,9,87
1,0.4255239932820646,0,14,0.956388562822061,0.79,2,0.284068417791844,1,50
2,0.6281860015685065,0,7,0.027071740706744674,1.24,1,0.32751494428815775,7,50
9,0.506183271642439,4,3,0.47494456948666686,1.11,1,0.6192076919675173,6,95
8,0.44426764966885546,3,8,0.05787064415085985,1.25,3,0.4679634388721611,0,86
2,0.4617621629268106,0,3,0.33491674823091167,1.03,0,0.3391680450549883,6,50
5,0.9073971840417989,1,19,0.010291736360989678,0.83,5,0.16275724519508794,1,99
7,0.05675203063709411,3,4,0.7911085869638269,0.9,1,0.9466156847023219,7,96
6,0.011685587192296176,2,15,0.9184624286336371,0.71,1,0.49009515460974284,6,88
6,0.987036376831929,2,16,0.6096788374242977,0.72,2,0.9657535649080445,0,90
5,0.7303414727810666,0,18,0.4267956215158918,1.04,2,0.4858957996931069,5,80
9,0.26909871225809534,3,6,0.7839207511973122,1.04,1,0.7354611710552198,9,81
5,0.848635893067792,2,14,0.10978343780662703,0.88,4,0.9797639346471454,3,83
9,0.8118145674472604,0,19,0.8922436294826469,0.95,0,0.9138158792648974,9,92
1,0.43304743450348815,1,6,0.04935021036811893,1.17,2,0.5210149604693708,6,50
0,0.17689207802721674,3,7,0.5386573658785989,0.98,5,0.7753816026348948,7,97
8,0.24297210981768858,1,19,0.16227527573602218,1.11,3,0.5971749523181016,5,80
1,0.7112025036816981,4,15,0.7065107192481535,0.92,5,0.8294264637370447,10,90
1,0.050209145684182666,3,9,0.07999433181526705,0.85,5,0.7602888860507216,7,86
9,0.5190277868006447,1,9,0.559935174780971,1.07,5,0.7343716962792183,3,82
7,0.30561104749331913,0,15,0.6161151169521321,1.04,0,0.0030608605160287183,2,50
10,0.6199921861574716,5,11,0.9300744417450005,0.79,2,0.9274688804508873,4,83
4,0.682762370413344,1,13,0.7182247391425332,0.79,1,0.24429434683902607,3,94
10,0.2826408723603768,3,9,0.21010676163680309,1.25,2,0.45534196768876534,2,96
2,0.19153758981438884,3,2,0.9169969193021177,1.15,2,0.8201855813177192,3,92
9,0.5941126314411425,2,15,0.9186579871403896,1.05,2,0.9478366421852623,9,95
2,0.7065962898245272,1,8,0.2478156721615994,0.83,4,0.19239672159251842,10,98
7,0.5743500086633048,4,16,0.8919701678107029,0.93,3,0.9710347668066576,3,95
9,0.6187562217507787,1,17,0.5468358050035139,0.76,0,0.11802470732337811,5,95
10,0.6296797797721931,3,10,0.24025448829562923,0.77,2,0.44645759030531385,0,89
2,0.9784748444310931,5,18,0.2224151784127366,1.24,2,0.1692514457627976,1,91
7,0.39638284941052127,0,12,0.16368629233027454,1.12,5,0.9405904383702971,4,93
8,0.23218042869969246,4,0,0.1406094732776939,0.72,2,0.44641707564903066,7,94
7,0.9343654217657104,4,15,0.8083011634368376,1.0,4,0.9709604870560605,3,98
7,0.8745874204301287,4,3,0.9111551562620065,1.29,0,0.44966755796154445,4,81
5,0.18382121606577084,1,11,0.17098481567542445,1.09,0,0.8481643897547541,4,50
7,0.753673030182596,4,10,0.8898939468789261,0.84,4,0.2212799686937661,5,85
0,0.7132220897100271,3,14,0.30621997265657963,0.96,2,0.2516411058106849,7,96
10,0.051775896695477774,0,15,0.9623248329413413,1.1,3,0.6437798289724128,7,82
10,0.8393967366513996,4,16,0.3393265376649752,0.98,5,0.8983467422771632,4,99
4,0.3038306537628128,5,14,0.37714859359014086,1.01,4,0.5921546876347156,8,88
6,0.5815304035140735,5,17,0.24766245204497417,0.77,5,0.9648988986631043,10,87
8,0.3574915154843322,2,13,0.3599192701899804,0.99,4,0.5192436062325024,8,80
3,0.32190016576438485,3,11,0.35560699868549484,1.26,1,0.884581853754729,10,90
8,0.9239582295226249,5,15,0.4853348033773346,0.83,2,0.5233804575707647,0,84
5,0.6581691359101726,1,10,0.9026421802532274,0.7,5,0.565558522473322,6,90
2,0.8248370050235669,2,11,0.10487578233766848,1.03,4,0.2559531825797903,3,90
1,0.1364908996278329,5,10,0.11093187339594468,1.13,2,0.8119843936452555,9,81
3,0.18090838264785736,2,14,0.44490813532456175,0.81,0,0.729522026459123,5,96
8,0.16799598072982447,0,17,0.21850785308071097,1.17,0,0.330227558738315,8,96
8,0.7450882255994414,0,12,0.40471029596126185,0.91,2,0.2876519701633228,7,86
7,0.3287434289696093,0,2,0.16483097519738465,1.18,0,0.7373998376069018,7,50
1,0.9047344336449145,5,15,0.08038366720333645,1.0,5,0.7258803566303993,4,91
8,0.4865479674154253,0,7,0.8802476479129846,0.89,0,0.13376431506930764,3,50
8,0.41094654996585156,0,6,0.5095487989370304,0.9,5,0.9019913368929028,1,98
4,0.07139264742816431,1,7,0.1830408848728824,1.05,1,0.49374213516122833,3,50
10,0.13749179703131176,0,3,0.7021485333338454,0.85,4,0.7068476281050615,7,87
3,0.7826795954532594,0,7,0.7576210181649118,1.13,1,0.33765468827414247,10,92
2,0.16307084237866798,1,15,0.23819351105998798,1.13,2,0.18501650899007083,7,94
4,0.5263355162614904,4,8,0.06795073152835618,1.04,0,0.09905203273259544,6,96
0,0.5964844100491342,3,9,0.5160769056362411,0.8,2,0.2628557769659432,4,92
8,0.37731140417330866,5,20,0.8373305415265587,0.96,0,0.25689538119875255,0,95
7,0.0030718034168835118,3,7,0.4375036569332431,0.7,5,0.5018884968092402,9,86
8,0.04694508608598924,1,16,0.4806661218759156,1.25,3,0.11487053164213701,2,89
9,0.034025688687765454,4,6,0.9321306037431653,0.84,5,0.272299680656087,1,90
10,0.6057335674138666,5,19,0.09483789187302505,0.98,2,0.8575448041696022,2,100
5,0.9190270802387647,0,5,0.26801350417255043,1.19,3,0.44263504178255253,3,81
4,0.8338934458363029,5,3,0.6601894918935107,0.95,2,0.06945407845750162,2,89
10,0.6221489707467623,3,17,0.4165759803129452,1.18,1,0.29998188321734487,8,98
9,0.1707086427612894,0,14,0.7401543422485423,1.16,2,0.022042566444762213,9,89
0,0.6667286042593521,5,8,0.7044528792699669,1.29,2,0.5804620839509115,1,99
8,0.9062981184027844,2,4,0.47785863007319784,0.95,0,0.04282124918398267,5,89
9,0.06141397000075788,4,10,0.41402158740602923,1.0,1,0.1469076171415239,3,92
0,0.8637762045114817,0,0,0.20770437236281158,1.03,3,0.11143446056187944,3,50
9,0.09104764176456526,2,18,0.6940671977232118,1.08,0,0.27958272388088834,5,90
4,0.45914814455220865,3,19,0.07850040980714634,1.24,1,0.7117004901644419,2,90
4,0.5069518561730396,1,15,0.6952014921655528,0.94,0,0.35001872233482534,7,87
9,0.636845793999806,1,7,0.31453264466758857,1.3,1,0.36110861029323393,1,50
4,0.11851597699368954,0,20,0.18430691249416076,1.16,4,0.5918612335196719,2,86
0,0.38608488307029276,4,18,0.2706480365019074,0.75,2,0.5996033070406304,2,83
5,0.604302453318793,3,15,0.15099716373745464,1.22,0,0.6357875927285604,3,96
7,0.04833130505687322,0,9,0.45808881220460473,0.86,2,0.4373464231544948,5,50
2,0.5107247715640726,2,8,0.7324288034994889,0.92,0,0.0830757673357696,3,50
10,0.7187267643760241,1,7,0.9851294410717059,1.14,3,0.29319133458907076,5,94
1,0.1133432847910214,5,12,0.33271922697770573,1.19,0,0.9015153166845864,6,100
6,0.5267408888220173,4,5,0.41813672742837127,1.2,1,0.32586457983349415,1,81
8,0.45512228689932976,0,7,0.9501376606705649,1.1,4,0.761018003108713,10,83
7,0.3683724522738525,0,3,0.42767065278525696,1.14,0,0.3974359708616586,4,50
9,0.643807899104207,2,8,0.9890069410823562,1.28,5,0.9681287973374263,5,100
6,0.44725745152346463,2,9,0.19777536073792368,0.89,2,0.9991245662465551,4,91
2,0.8967898521449139,1,15,0.09285343805488355,1.11,4,0.7083692578587693,10,92
2,0.6218800003387923,5,5,0.18976669857594575,1.04,1,0.7022615463847377,6,80
4,0.6097600190582241,4,3,0.6014523093316548,0.98,3,0.6813033204092125,3,88
7,0.798525002123964,0,10,0.8260266248117071,0.77,4,0.019818232106827538,6,80
0,0.024667507946431466,1,7,0.06312363948907174,1.12,1,0.046686833247657766,4,20
2,0.956856952160678,2,4,0.8057284504339969,0.95,2,0.900336495900243,5,95
3,0.9544309007241497,4,15,0.7549596891607663,1.03,4,0.8958055188726957,2,83
0,0.7439816113214398,1,20,0.018315364166329062,0.75,3,0.7414062865386329,10,99
10,0.9534089575455986,5,8,0.4346963133514249,1.14,1,0.25022880387450885,8,88
3,0.7444656374893666,3,0,0.5966735191530972,1.0,1,0.3934293667028045,8,94
9,0.6314538629983539,1,19,0.6077538634405172,0.82,2,0.5877172992150116,10,82
9,0.06596707685506353,2,17,0.23634422399126276,0.97,3,0.63094156884609,10,97
7,0.026010823005922834,5,16,0.8434270543501614,0.72,0,0.5728522742596663,6,84
0,0.8801737170187883,2,4,0.006772714519980516,1.13,3,0.45796797826884983,5,94
1,0.6314132119425031,1,3,0.6234072655147804,1.29,1,0.25414345942687444,8,50
5,0.16449265785953382,1,18,0.9681697781236865,1.11,2,0.7093293080766617,1,86
4,0.5297530066367767,0,4,0.9764829827781762,1.04,3,0.7000339849792884,3,85
8,0.6772752678914462,0,20,0.333541169414853,0.88,0,0.045953407296601245,1,50
3,0.5283298709565235,2,11,0.5298795056766765,0.72,4,0.7310826823210115,1,99
0,0.5705470867044506,3,12,0.8293320013317863,1.21,3,0.9311623708864923,0,80
4,0.0361382872711703,0,6,0.8596168767774773,1.16,1,0.9995287458498586,4,50
3,0.20356750753154895,0,13,0.9130222653439698,0.73,2,0.6144286625989974,1,50
0,0.5659391711742077,0,11,0.9907385937916667,0.89,1,0.4924484464318075,0,50
8,0.7481026736377421,2,2,0.8665239181220324,1.15,4,0.8646140503631591,4,91
9,0.6717673449208016,4,12,0.8722878295631866,1.19,5,0.297141838704157,6,97
1,0.6976591189097583,1,20,0.7127364398198813,0.79,0,0.6767597041884859,7,87
9,0.9357809060373024,3,11,0.79264987178992,0.75,2,0.813839560716427,9,95
1,0.9946549405442302,3,10,0.5530773491102535,0.81,5,0.19630713871871797,1,87
9,0.4436851828663638,5,10,0.9793730670972494,1.11,2,0.08657623442474116,7,100
5,0.6403088697052841,4,19,0.9286503488215895,1.09,5,0.8001319840511122,9,85
7,0.5157046416406361,3,1,0.8001229992111372,1.28,1,0.568976504550266,10,90
7,0.005332768935114918,5,12,0.41132919733301143,1.18,0,0.36879278971241636,8,98
10,0.4395591076281792,5,10,0.92477559086078,0.95,5,0.765717638166915,2,92
4,0.07621622108136883,3,9,0.12769709034683585,0.71,4,0.1525515848288551,6,96
2,0.8121292514314279,3,18,0.020467049497194245,1.19,5,0.8896886614967631,3,84
3,0.16467715553329565,5,0,0.8025043617058478,0.93,5,0.9651182553923645,3,80
10,0.7232043843788313,5,4,0.22202335711726162,0.97,3,0.21677356332120068,1,93
0,0.17738440248592402,0,0,0.7057707535663363,0.74,3,0.42034807870935453,8,50
7,0.0423177610484784,1,16,0.7750537718335878,0.73,3,0.3400143167991371,8,91
8,0.821317240488311,5,12,0.2461766079623532,0.78,2,0.30898396661672733,8,96
10,0.22952953042073565,0,11,0.22149863042523377,1.26,1,0.9842726546821435,5,87
3,0.09315844127154926,5,12,0.7898149442407598,0.84,4,0.636880927316912,7,96
9,0.2549734180509018,2,11,0.8804479808976654,1.12,0,0.7165213649255843,2,97
10,0.6871280437046403,1,0,0.8934767061648179,1.28,5,0.3759534036410854,9,90
4,0.46012170971441013,1,3,0.15674343153785741,0.76,5,0.16021831735560188,10,99
1,0.2322864130798178,4,6,0.9304459994847065,0.81,5,0.007726918731154386,7,93
5,0.5013595110330756,4,12,0.9560903592389944,0.74,4,0.9152784321008137,2,99
3,0.14096089170904236,3,13,0.12076200580548513,1.25,2,0.7116948607772471,1,89
4,0.26507488391170086,1,15,0.6932819713066514,1.24,5,0.9193528943984497,2,82
5,0.4350573257261249,4,20,0.9762211514339096,1.26,1,0.9141145422605099,4,81
9,0.5291069606883478,1,15,0.4832366848645917,0.88,2,0.26434921674097234,2,99
7,0.5230686445969489,4,15,0.7531303294127066,1.29,3,0.7963925871170864,1,97
2,0.17072467117927248,2,16,0.5018682084640134,1.21,1,0.6923703321555664,3,81
4,0.4412659626273946,3,15,0.2849680998346398,1.26,0,0.4221288671538117,6,88
6,0.5476375388240848,5,19,0.45754527250991417,1.14,5,0.15436797527329382,1,100
7,0.8047633189964585,3,17,0.31436326271864357,0.77,2,0.4987459503966639,0,100
8,0.2705295500932372,2,9,0.35243275087213666,0.77,2,0.6239289372451695,6,94
7,0.24019147982258748,4,7,0.5665665258846401,0.77,4,0.14960421437347804,8,99
9,0.32269704150687617,1,16,0.47006915045367126,1.22,2,0.03908126232306408,8,82
7,0.4662758918572417,2,1,0.060751478136376824,1.28,5,0.3808776592465909,9,89
6,0.389095995644961,2,18,0.11020529121863731,1.26,4,0.0035497239633325295,7,96
2,0.4682288578603282,2,0,0.008706100611238443,0.9,0,0.39068175527830407,0,20
4,0.7810680556798816,0,9,0.7594500060289393,0.92,1,0.14880500764383886,7,85
9,0.882920853507471,0,16,0.07861219842178391,0.83,0,0.7670769790325184,10,88
